artist,like,play,skip,engagement_rate,skip_rate
Aries,0,7,0,0.0,0.0
Xuinn,0,9,1,0.0,0.1111111111111111
Andreya Triana,0,3,1,0.0,0.3333333333333333
Andrew W. Boss,0,10,2,0.0,0.2
Andrew Roman,0,4,0,0.0,0.0
Young Fathers,0,9,0,0.0,0.0
Young Empires,0,6,4,0.0,0.6666666666666666
Young Bleed,0,8,1,0.0,0.125
YounG (KO),0,2,0,0.0,0.0
Angus Maude,0,16,0,0.0,0.0
Amyntas,0,7,0,0.0,0.0
Amplify Worship,0,2,1,0.0,0.5
Young Rising Sons,0,16,4,0.0,0.25
Young Joshua,0,12,2,0.0,0.16666666666666666
Anju,0,6,0,0.0,0.0
Andrew McMahon in the Wilderness,0,12,1,0.0,0.08333333333333333
Andrew Bird,0,4,0,0.0,0.0
Andrea Consoli,0,6,0,0.0,0.0
Andy Hart,0,6,0,0.0,0.0
Yung Buda,0,12,1,0.0,0.08333333333333333
Yubin,0,7,1,0.0,0.14285714285714285
Yousef,0,10,1,0.0,0.1
Younha,0,9,0,0.0,0.0
Youngheart,0,23,0,0.0,0.0
Andeeno Damassy,0,7,2,0.0,0.2857142857142857
Analogik,0,7,0,0.0,0.0
Anakena,0,9,1,0.0,0.1111111111111111
Young G Freezy,0,2,1,0.0,0.5
Anja Kotar,0,5,2,0.0,0.4
Yo La Tengo,0,12,2,0.0,0.16666666666666666
Ylvis,0,5,2,0.0,0.4
Yeyo,0,8,1,0.0,0.125
Yello,0,7,3,0.0,0.42857142857142855
Yella Beezy,0,9,0,0.0,0.0
Anson Seabra,0,3,1,0.0,0.3333333333333333
Anonimus,0,5,2,0.0,0.4
Annika Grace,0,8,1,0.0,0.125
Annie Lux,0,4,1,0.0,0.25
Angelika Vee,0,9,0,0.0,0.0
Anfa Rose,0,8,0,0.0,0.0
Andrés Calamaro,0,9,0,0.0,0.0
Andy Rivera,0,3,0,0.0,0.0
Andy Mcgirr,0,5,0,0.0,0.0
Yotam Avni,0,16,0,0.0,0.0
Yoshi Flower,0,11,0,0.0,0.0
YonYon,0,11,1,0.0,0.09090909090909091
Yolanda Be Cool,0,14,0,0.0,0.0
Yoke Lore,0,10,2,0.0,0.2
Yogi Lang,0,7,0,0.0,0.0
Yo-Sea,0,7,2,0.0,0.2857142857142857
Annalisa,0,11,1,0.0,0.09090909090909091
Anna Carina,0,7,1,0.0,0.14285714285714285
Andy Aguilera,0,5,2,0.0,0.4
Andréza,0,5,0,0.0,0.0
Aneesh Chengappa,0,5,1,0.0,0.2
BYNON,0,8,1,0.0,0.125
When In Rome,0,6,1,0.0,0.16666666666666666
Wheatus,0,6,1,0.0,0.16666666666666666
Wenzel,0,10,0,0.0,0.0
Bad Feelings,0,8,2,0.0,0.25
Bad Boys The Original Motion Picture Soundtrack,0,7,4,0.0,0.5714285714285714
Wild Cherry,0,3,0,0.0,0.0
BONNIE X CLYDE,0,15,2,0.0,0.13333333333333333
BONIK,0,6,6,0.0,1.0
BLVK SWVN,0,3,0,0.0,0.0
BLVK JVCK,0,7,5,0.0,0.7142857142857143
BLENDER,0,6,2,0.0,0.3333333333333333
Artists for Peace and Justice,0,14,0,0.0,0.0
White Arrows,0,6,0,0.0,0.0
BVNDIT,0,9,1,0.0,0.1111111111111111
BRÅVO,0,9,0,0.0,0.0
BROMYGO,0,7,1,0.0,0.14285714285714285
BROHUG,0,22,0,0.0,0.0
William Bell,0,8,2,0.0,0.25
BB Diamond,0,8,2,0.0,0.25
BANNERS,0,10,0,0.0,0.0
BADBADNOTGOOD,0,9,1,0.0,0.1111111111111111
BABY-T,0,3,0,0.0,0.0
B3 The Third,0,7,0,0.0,0.0
Will Prime,0,12,0,0.0,0.0
Whitney,0,13,2,0.0,0.15384615384615385
Bayonne,0,8,0,0.0,0.0
Baxter Dury,0,2,2,0.0,1.0
Baustelle,0,7,0,0.0,0.0
Band&dos,0,10,2,0.0,0.2
Bananarama,0,2,2,0.0,1.0
Banana Club,0,8,2,0.0,0.25
Wasback,0,21,3,0.0,0.14285714285714285
Was (Not Was),0,6,1,0.0,0.16666666666666666
Wanna Wake,0,6,1,0.0,0.16666666666666666
Wanna One,0,9,0,0.0,0.0
Walter Eagan,0,8,0,0.0,0.0
Bascur,0,1,2,0.0,2.0
Baby Bash,0,11,1,0.0,0.09090909090909091
Bad Actor,0,11,0,0.0,0.0
Wendy Rene,0,4,0,0.0,0.0
Wells*,0,8,3,0.0,0.375
Weisser Quiff,0,10,1,0.0,0.1
Weedthief,0,12,0,0.0,0.0
Waxwane,0,5,0,0.0,0.0
Wax Motif,0,15,3,0.0,0.2
Badshah,0,21,1,0.0,0.047619047619047616
Badrapper,0,8,1,0.0,0.125
Banoffee,0,7,1,0.0,0.14285714285714285
Baby Keem,0,6,1,0.0,0.16666666666666666
Baby Huey & The Baby Sitters,0,9,3,0.0,0.3333333333333333
Baby Blue,0,6,1,0.0,0.16666666666666666
Barrio Sónico,0,6,1,0.0,0.16666666666666666
Wonderful Humans,0,6,1,0.0,0.16666666666666666
Wolvero,0,8,1,0.0,0.125
Wolf Jaw,0,4,1,0.0,0.25
Avant,0,9,1,0.0,0.1111111111111111
AvaGrace,0,11,0,0.0,0.0
Autoerotique,0,4,1,0.0,0.25
Australia United,0,4,1,0.0,0.25
Awon,0,4,1,0.0,0.25
Awake At Last,0,3,3,0.0,1.0
Aviscerall,0,6,1,0.0,0.16666666666666666
Atreyu,0,9,2,0.0,0.2222222222222222
Atmosphere,0,11,0,0.0,0.0
Wildstylez,0,6,1,0.0,0.16666666666666666
Atlas For Infinity,0,12,0,0.0,0.0
Atlantic Starr,0,11,2,0.0,0.18181818181818182
Atlanta Rhythm Section,0,17,1,0.0,0.058823529411764705
Ata Kak,0,12,1,0.0,0.08333333333333333
Aston Martinez,0,9,1,0.0,0.1111111111111111
X-Change,0,6,0,0.0,0.0
Wynardtage,0,25,6,0.0,0.24
Wyclef Jean,0,8,0,0.0,0.0
Aunty Social,0,8,1,0.0,0.125
August Wahh,0,7,2,0.0,0.2857142857142857
Aryue,0,2,0,0.0,0.0
Arva,0,18,2,0.0,0.1111111111111111
Atlas in Motion,0,13,0,0.0,0.0
Wilderlife,0,11,1,0.0,0.09090909090909091
Wildcrow,0,5,0,0.0,0.0
Axian,0,5,1,0.0,0.2
B.G.,0,4,2,0.0,0.5
B.B. King,0,7,0,0.0,0.0
Azzy,0,8,1,0.0,0.125
Azzi Memo,0,4,1,0.0,0.25
Azide,0,7,0,0.0,0.0
Wilson Pickett,0,14,2,0.0,0.14285714285714285
Wilson,0,2,1,0.0,0.5
Willy William,0,10,3,0.0,0.3
Willie Peyote,0,6,0,0.0,0.0
Audrey Mika,0,14,3,0.0,0.21428571428571427
William Singe,0,5,0,0.0,0.0
Averdeck,0,4,1,0.0,0.25
Average White Band,0,10,1,0.0,0.1
Within The Grey,0,6,1,0.0,0.16666666666666666
Within Temptation,0,23,1,0.0,0.043478260869565216
Wish & Fonda Rae,0,8,2,0.0,0.25
Winter Havens,0,2,1,0.0,0.5
Winona Oak,0,10,0,0.0,0.0
Winger,0,4,1,0.0,0.25
Aystar,0,9,0,0.0,0.0
AyiTe,0,6,0,0.0,0.0
Axollo,0,9,1,0.0,0.1111111111111111
August Roads,0,3,0,0.0,0.0
Willie Clayton,0,21,2,0.0,0.09523809523809523
Aaron Neville,0,3,1,0.0,0.3333333333333333
jame,0,6,1,0.0,0.16666666666666666
j'san,0,4,0,0.0,0.0
illusionize,0,8,3,0.0,0.375
ANIMAL HACK,0,7,0,0.0,0.0
ANAVITÓRIA,0,13,0,0.0,0.0
AMiR,0,4,2,0.0,0.5
AMARI,0,2,0,0.0,0.0
AM & Shawn Lee,0,5,0,0.0,0.0
AW,0,4,3,0.0,0.75
AAAMYYY,0,8,1,0.0,0.125
A-Trak,0,4,1,0.0,0.25
Anaesthesia,0,8,0,0.0,0.0
laye,0,6,1,0.0,0.16666666666666666
keshi,0,13,4,0.0,0.3076923076923077
keko.the.dog,0,9,2,0.0,0.2222222222222222
k?d,0,11,1,0.0,0.09090909090909091
k.d. lang,0,7,0,0.0,0.0
ALLEGRØ,0,6,2,0.0,0.3333333333333333
AKI,0,7,2,0.0,0.2857142857142857
AKA,0,7,1,0.0,0.14285714285714285
AJR,0,11,0,0.0,0.0
A L E X,0,4,0,0.0,0.0
A Killer's Confession,0,2,0,0.0,0.0
A Day To Remember,0,5,0,0.0,0.0
A&G,0,4,1,0.0,0.25
Adia Victoria,0,6,3,0.0,0.5
Adesha,0,6,0,0.0,0.0
Adara,0,6,0,0.0,0.0
Adaptiv,0,7,1,0.0,0.14285714285714285
Adam Neely,0,11,1,0.0,0.09090909090909091
Adam K,0,5,2,0.0,0.4
AZTX,0,8,1,0.0,0.125
AZIA,0,6,0,0.0,0.0
AZ'1,0,14,3,0.0,0.21428571428571427
AZ,0,9,2,0.0,0.2222222222222222
AYA A.K.A PANDA,0,6,0,0.0,0.0
AWAY,0,4,2,0.0,0.5
Aaron Taylor,0,16,1,0.0,0.0625
Abram Mahoney,0,16,3,0.0,0.1875
Abraham Mateo,0,19,2,0.0,0.10526315789473684
AVEC,0,7,0,0.0,0.0
AVA,0,11,0,0.0,0.0
ATEEZ,0,6,0,0.0,0.0
ASADI,0,5,0,0.0,0.0
AS IT IS,0,6,0,0.0,0.0
ARVVB,0,5,0,0.0,0.0
iamSHUM,0,4,2,0.0,0.5
iZaak,0,6,0,0.0,0.0
iSHi,0,8,1,0.0,0.125
iKON,0,9,1,0.0,0.1111111111111111
gracie,0,8,0,0.0,0.0
Abstract Orchestra,0,5,0,0.0,0.0
sky pedro,0,9,1,0.0,0.1111111111111111
6ixbuzz,0,11,0,0.0,0.0
"50 Cent, DJ Whoo Kid",0,10,1,0.0,0.1
4Minute,0,11,1,0.0,0.09090909090909091
4FOXSAKE,0,7,1,0.0,0.14285714285714285
95 South,0,5,2,0.0,0.4
Бардак,0,8,1,0.0,0.125
БРДК,0,8,1,0.0,0.125
ØZWALD,0,10,1,0.0,0.1
2 Brothers On The 4th Floor,0,18,2,0.0,0.1111111111111111
1takejay,0,7,1,0.0,0.14285714285714285
1PLAYY,0,4,0,0.0,0.0
oofoe,0,11,0,0.0,0.0
13-Side,0,10,0,0.0,0.0
2K,0,9,1,0.0,0.1111111111111111
03 Greedo,0,8,0,0.0,0.0
015B,0,9,1,0.0,0.1111111111111111
Max Keeble,0,7,3,0.0,0.42857142857142855
Max Jury,0,5,2,0.0,0.4
Max Graef,0,7,1,0.0,0.14285714285714285
Maybon,0,8,1,0.0,0.125
Maxiolly,0,3,1,0.0,0.3333333333333333
Maxess,0,5,2,0.0,0.4
Max Styler,0,10,1,0.0,0.1
Max Shaun,0,6,1,0.0,0.16666666666666666
1A.m.,0,2,1,0.0,0.5
offrami,0,6,1,0.0,0.16666666666666666
o k h o,0,5,0,0.0,0.0
nourii,0,9,0,0.0,0.0
nej!las,0,11,1,0.0,0.09090909090909091
mädmäx,0,14,0,0.0,0.0
mt. fujitive,0,5,0,0.0,0.0
morgxn,0,3,1,0.0,0.3333333333333333
maye,0,9,4,0.0,0.4444444444444444
ABG Neal,0,6,4,0.0,0.6666666666666666
AATA,0,6,0,0.0,0.0
88rising,0,27,1,0.0,0.037037037037037035
8 Graves,0,11,5,0.0,0.45454545454545453
st. august,0,4,0,0.0,0.0
7715,0,10,0,0.0,0.0
sapientdream,0,6,2,0.0,0.3333333333333333
ripmattblack,0,6,0,0.0,0.0
ren,0,7,1,0.0,0.14285714285714285
redz,0,5,0,0.0,0.0
"quickly, quickly",0,9,1,0.0,0.1111111111111111
phai,0,8,2,0.0,0.25
oomiee,0,2,0,0.0,0.0
3 Tenores,0,9,1,0.0,0.1111111111111111
3 Are Legend,0,7,0,0.0,0.0
2nd Exit,0,3,0,0.0,0.0
2milly,0,7,0,0.0,0.0
starRo,0,4,1,0.0,0.25
7UBO,0,11,1,0.0,0.09090909090909091
Altoparlante,0,17,1,0.0,0.058823529411764705
Alrahim Wright III,0,8,1,0.0,0.125
Alma Negra,0,16,0,0.0,0.0
Zaturno,0,7,1,0.0,0.14285714285714285
Zanny Don,0,8,0,0.0,0.0
Zack Knight,0,5,2,0.0,0.4
Zach Farache,0,4,1,0.0,0.25
Zac Efron,0,21,1,0.0,0.047619047619047616
Amber,0,12,1,0.0,0.08333333333333333
Amarok,0,7,1,0.0,0.14285714285714285
Alison Crockett,0,9,0,0.0,0.0
Alisha,0,14,1,0.0,0.07142857142857142
Academics,0,3,1,0.0,0.3333333333333333
Alien Ant Farm,0,23,5,0.0,0.21739130434782608
Alicia Madison,0,8,0,0.0,0.0
Alice Russell,0,8,0,0.0,0.0
Zen/it,0,12,0,0.0,0.0
Zelooperz,0,6,0,0.0,0.0
Alle Farben,0,32,3,0.0,0.09375
All That Remains,0,4,0,0.0,0.0
All Star Brasil,0,9,1,0.0,0.1111111111111111
Alexis Chaires,0,6,1,0.0,0.16666666666666666
Alexander Popov,0,4,2,0.0,0.5
Alexander 23,0,6,2,0.0,0.3333333333333333
Zoe Gotusso,0,6,1,0.0,0.16666666666666666
Alina Amuri,0,14,0,0.0,0.0
Ana Tijoux,0,7,1,0.0,0.14285714285714285
Ana Guerra,0,9,2,0.0,0.2222222222222222
An21,0,4,2,0.0,0.5
Amigos Raros,0,6,2,0.0,0.3333333333333333
American Sin,0,19,2,0.0,0.10526315789473684
Amelie Lens,0,6,5,0.0,0.8333333333333334
YunginReckless,0,7,0,0.0,0.0
Yungeen Ace,0,5,1,0.0,0.2
Yung Wacho,0,9,2,0.0,0.2222222222222222
Yung Ralph,0,10,2,0.0,0.2
Yung Pinch,0,7,1,0.0,0.14285714285714285
Yung L.A.,0,8,1,0.0,0.125
All Good Things,0,4,2,0.0,0.5
Amanaz,0,10,1,0.0,0.1
Aly & AJ,0,6,1,0.0,0.16666666666666666
Alvita,0,7,0,0.0,0.0
Alvin Marquis,0,5,1,0.0,0.2
Alveole,0,5,1,0.0,0.2
Alvaro Rod,0,4,2,0.0,0.5
ZOE Worship,0,6,1,0.0,0.16666666666666666
ZK,0,9,1,0.0,0.1111111111111111
ZIGGY X,0,5,2,0.0,0.4
ZEROFREQ,0,8,1,0.0,0.125
Yxng Le,0,7,1,0.0,0.14285714285714285
Amparanoia,0,2,0,0.0,0.0
Amos Lee,0,13,4,0.0,0.3076923076923077
Yung Heazy,0,5,0,0.0,0.0
Ahzee,0,6,0,0.0,0.0
Agnes Nunes,0,4,1,0.0,0.25
Afterlight,0,4,0,0.0,0.0
autumn keys,0,11,2,0.0,0.18181818181818182
Akira Terao,0,8,2,0.0,0.25
Akim,0,4,1,0.0,0.25
Akane,0,2,0,0.0,0.0
Aiwass,0,5,1,0.0,0.2
Albert Hammond,0,11,0,0.0,0.0
Adrinaline,0,8,0,0.0,0.0
Adrenalina Latina,0,11,3,0.0,0.2727272727272727
Adon,0,22,1,0.0,0.045454545454545456
Zinko,0,6,0,0.0,0.0
courtship.,0,7,1,0.0,0.14285714285714285
coldrain,0,7,2,0.0,0.2857142857142857
c7oud,0,6,0,0.0,0.0
Afluen,0,9,1,0.0,0.1111111111111111
Aerreo,0,5,1,0.0,0.2
Aeris Roves,0,20,2,0.0,0.1
Aer,0,10,0,0.0,0.0
Air Supply,0,23,4,0.0,0.17391304347826086
dvine,0,4,0,0.0,0.0
dopeSMOOTHIES,0,4,1,0.0,0.25
Aczino,0,9,0,0.0,0.0
Accept,0,11,2,0.0,0.18181818181818182
Adina Howard,0,10,0,0.0,0.0
Alice Francis,0,7,1,0.0,0.14285714285714285
Alice Deejay,0,12,0,0.0,0.0
AlgoRythmik,0,6,0,0.0,0.0
Alkaline,0,7,1,0.0,0.14285714285714285
Alive City,0,6,0,0.0,0.0
Alessi Brothers,0,9,1,0.0,0.1111111111111111
Alenn,0,6,0,0.0,0.0
Zuma.,0,6,0,0.0,0.0
Zoology,0,18,0,0.0,0.0
Zombie Nation,0,8,0,0.0,0.0
Alex Vargas,0,7,2,0.0,0.2857142857142857
Alex Turner,0,6,0,0.0,0.0
Ailee,0,4,1,0.0,0.25
Alex Mattson,0,1,0,0.0,0.0
Alex Jacke,0,9,0,0.0,0.0
Alexx Mack,0,3,0,0.0,0.0
Alan Silvestri,0,4,0,0.0,0.0
area3,0,11,1,0.0,0.09090909090909091
a-ha,0,18,1,0.0,0.05555555555555555
[ocean jams],0,14,0,0.0,0.0
[ALEXANDROS],0,6,1,0.0,0.16666666666666666
Aldous Harding,0,3,3,0.0,1.0
Alberto Dimeo,0,2,0,0.0,0.0
Alberto Ciccarini,0,9,1,0.0,0.1111111111111111
Alex Eugenio,0,6,2,0.0,0.3333333333333333
Alex Adair,0,10,0,0.0,0.0
Alex Parker,0,13,3,0.0,0.23076923076923078
Casiio,0,11,2,0.0,0.18181818181818182
Cashetano la Merluza,0,13,0,0.0,0.0
Cappella,0,4,0,0.0,0.0
Carl Sims,0,11,0,0.0,0.0
Carl Marshall,0,7,2,0.0,0.2857142857142857
Carl Anderson,0,5,0,0.0,0.0
Tom Novy,0,8,0,0.0,0.0
Tom Noize,0,3,0,0.0,0.0
Tom Jones,0,7,1,0.0,0.14285714285714285
Tom Goss,0,6,1,0.0,0.16666666666666666
Tom Doolie,0,7,1,0.0,0.14285714285714285
Tom Cochrane,0,6,1,0.0,0.16666666666666666
Wake Me,0,9,1,0.0,0.1111111111111111
Capo Life Family,0,5,0,0.0,0.0
Canyon Hills Worship,0,6,1,0.0,0.16666666666666666
CantoParaBailar,0,12,1,0.0,0.08333333333333333
Candyman,0,17,0,0.0,0.0
Candace Sosa,0,5,0,0.0,0.0
Tommy Ice,0,7,0,0.0,0.0
Tommaso Paradiso,0,5,1,0.0,0.2
Cardenales De Nuevo León,0,3,1,0.0,0.3333333333333333
Captives,0,8,1,0.0,0.125
Café Amargo,0,6,0,0.0,0.0
Cam Meekins,0,7,4,0.0,0.5714285714285714
Calle 13,0,3,0,0.0,0.0
Tom Aspaul,0,6,1,0.0,0.16666666666666666
Timbiriche,0,3,1,0.0,0.3333333333333333
Tim O'Brien,0,4,0,0.0,0.0
Tim Hox,0,6,1,0.0,0.16666666666666666
Tim Gordon,0,11,0,0.0,0.0
Tim Dup,0,4,0,0.0,0.0
Carter,0,6,0,0.0,0.0
Carson Lueders,0,4,1,0.0,0.25
Carrie Underwood,0,5,2,0.0,0.4
Tiny Fighter,0,6,0,0.0,0.0
Tino El Pingüino,0,8,0,0.0,0.0
Tina Moore,0,6,0,0.0,0.0
Timna Momentus,0,5,1,0.0,0.2
Carly and Martina,0,3,2,0.0,0.6666666666666666
Casual T,0,10,1,0.0,0.1
Castlecomer,0,7,0,0.0,0.0
Castion,0,13,1,0.0,0.07692307692307693
Cast Of Camp Rock,0,9,0,0.0,0.0
Tom & Dexx,0,7,0,0.0,0.0
Tohaj,0,7,1,0.0,0.14285714285714285
Toddla T,0,11,0,0.0,0.0
Toby Beck,0,6,1,0.0,0.16666666666666666
Caroline Polachek,0,7,0,0.0,0.0
Carolina Ross,0,7,1,0.0,0.14285714285714285
Carolina Camacho,0,2,0,0.0,0.0
Carmen López,0,21,1,0.0,0.047619047619047616
Carmada,0,10,1,0.0,0.1
Catdra Catthien,0,5,3,0.0,0.6
Tori Templet,0,7,2,0.0,0.2857142857142857
Toploader,0,8,0,0.0,0.0
Toothgrinder,0,3,2,0.0,0.6666666666666666
Toonorth,0,3,2,0.0,0.6666666666666666
Ca$h Out,0,7,0,0.0,0.0
CHROM,0,9,1,0.0,0.1111111111111111
CHO,0,5,0,0.0,0.0
CHAD,0,7,2,0.0,0.2857142857142857
Trampled by Turtles,0,5,1,0.0,0.2
Tragedy Channel,0,7,0,0.0,0.0
Tracie Spencer,0,5,2,0.0,0.4
Town Mountain,0,11,1,0.0,0.09090909090909091
Cali,0,4,1,0.0,0.25
Tovaritch,0,6,0,0.0,0.0
CORSAK,0,11,1,0.0,0.09090909090909091
CMK,0,6,0,0.0,0.0
By Chance,0,4,0,0.0,0.0
Bush,0,4,3,0.0,0.75
Buscabulla,0,12,0,0.0,0.0
Burrito Brown,0,7,2,0.0,0.2857142857142857
Burnos,0,6,1,0.0,0.16666666666666666
Trebol Clan,0,16,2,0.0,0.125
Travis Greene,0,7,1,0.0,0.14285714285714285
Traumer,0,8,1,0.0,0.125
CARSTN,0,10,1,0.0,0.1
Tower Of Power,0,8,2,0.0,0.25
Tone Depth,0,7,0,0.0,0.0
Tommy Tutone,0,20,1,0.0,0.05
Tommy Mc,0,10,1,0.0,0.1
Camilo & Grande,0,15,3,0.0,0.2
Camille,0,7,1,0.0,0.14285714285714285
Camila,0,34,4,0.0,0.11764705882352941
Cami,0,10,0,0.0,0.0
Cameo,0,6,1,0.0,0.16666666666666666
CVPELLV,0,4,0,0.0,0.0
CURTI$Y,0,6,1,0.0,0.16666666666666666
CPsilencer,0,5,0,0.0,0.0
CPRCRN,0,7,1,0.0,0.14285714285714285
Torio,0,10,1,0.0,0.1
Tony Terry,0,4,0,0.0,0.0
Tony Castles,0,7,1,0.0,0.14285714285714285
Tonny Tun Tun,0,6,0,0.0,0.0
Caleborate,0,6,1,0.0,0.16666666666666666
Caleb Hawley,0,5,2,0.0,0.4
Caleb Belkin,0,8,0,0.0,0.0
Caitlyn Smith,0,4,2,0.0,0.5
CLRFL,0,6,1,0.0,0.16666666666666666
CLMD,0,17,5,0.0,0.29411764705882354
CL,0,5,1,0.0,0.2
CKY,0,8,0,0.0,0.0
CIRRRCLE,0,6,3,0.0,0.5
Total,0,6,0,0.0,0.0
Tony Tspoon,0,8,3,0.0,0.375
The Unfits,0,7,0,0.0,0.0
The Twinz,0,9,0,0.0,0.0
The Turtles,0,5,1,0.0,0.2
The Trammps,0,6,1,0.0,0.16666666666666666
The Tragic Thrills,0,7,0,0.0,0.0
The Tony Rich Project,0,11,0,0.0,0.0
The Temper Trap,0,7,2,0.0,0.2857142857142857
Chris G.,0,10,0,0.0,0.0
Chris Espo,0,5,2,0.0,0.4
Chill Children,0,8,0,0.0,0.0
ChildsPlay,0,5,1,0.0,0.2
The Wailin' Jennys,0,3,1,0.0,0.3333333333333333
Time Bandits,0,3,4,0.0,1.3333333333333333
The Veronicas,0,7,2,0.0,0.2857142857142857
The Ventures,0,7,0,0.0,0.0
Chris Anderson,0,5,0,0.0,0.0
Chriilz,0,9,0,0.0,0.0
Chongo de Colombia,0,8,0,0.0,0.0
Chon Arauza Y Su Furia Colombiana,0,5,1,0.0,0.2
Choklate,0,6,0,0.0,0.0
Choker,0,16,4,0.0,0.25
Choice,0,20,2,0.0,0.1
Chocoholic,0,6,0,0.0,0.0
Chicano Batman,0,11,2,0.0,0.18181818181818182
Chet Porter,0,5,2,0.0,0.4
The Vicious Vic,0,5,1,0.0,0.2
Chucho Flash,0,13,3,0.0,0.23076923076923078
Chris Linton,0,6,1,0.0,0.16666666666666666
Chris Lewis,0,4,1,0.0,0.25
The Spacies,0,9,0,0.0,0.0
The Semi Colon,0,9,0,0.0,0.0
Christian Gregory,0,11,0,0.0,0.0
Christian Burghardt,0,7,1,0.0,0.14285714285714285
Chris2pher,0,15,0,0.0,0.0
Chris de Burgh,0,8,3,0.0,0.375
Christopher Shayne,0,7,0,0.0,0.0
Chris Callovar,0,10,1,0.0,0.1
Chris Botti,0,4,2,0.0,0.5
The Unlikely Candidates,0,8,0,0.0,0.0
The Tea Party,0,7,0,0.0,0.0
The Swinghoppers,0,7,2,0.0,0.2857142857142857
The Summercamp,0,9,1,0.0,0.1111111111111111
The Sugarhill Gang,0,7,1,0.0,0.14285714285714285
The Strumbellas,0,7,1,0.0,0.14285714285714285
The Staple Singers,0,6,1,0.0,0.16666666666666666
Chris River,0,8,0,0.0,0.0
Chris Read,0,7,1,0.0,0.14285714285714285
Chris Odd,0,9,1,0.0,0.1111111111111111
Chloé Gisele,0,6,0,0.0,0.0
Chloe x Halle,0,7,0,0.0,0.0
Chito Miranda,0,7,2,0.0,0.2857142857142857
Chita,0,6,3,0.0,0.5
Chris Blackburger,0,11,0,0.0,0.0
Thorbjørn Risager,0,5,0,0.0,0.0
Thomston,0,6,2,0.0,0.3333333333333333
Thompson Twins,0,11,3,0.0,0.2727272727272727
Thomas Schumacher,0,12,2,0.0,0.16666666666666666
Thomas Sanders,0,9,1,0.0,0.1111111111111111
Charlie Wilson,0,8,2,0.0,0.25
Charles Jenkins & Fellowship Chicago,0,15,1,0.0,0.06666666666666667
Tim Curry,0,10,0,0.0,0.0
Cesqeaux,0,13,2,0.0,0.15384615384615385
Certain Animals,0,6,0,0.0,0.0
Cerrone,0,7,0,0.0,0.0
Celina Sharma,0,4,2,0.0,0.5
Chester Young,0,8,1,0.0,0.125
Tight Rhymes,0,8,1,0.0,0.125
Tiffany,0,10,2,0.0,0.2
Tierra Whack,0,9,2,0.0,0.2222222222222222
Thutmose,0,8,0,0.0,0.0
Thundercat,0,10,1,0.0,0.1
Throw The Fight,0,7,1,0.0,0.14285714285714285
Casper Magico,0,30,4,0.0,0.13333333333333333
Cedric Gervais,0,4,0,0.0,0.0
Ceaese,0,3,0,0.0,0.0
Catiso,0,12,3,0.0,0.25
Cathercist,0,9,2,0.0,0.2222222222222222
Timeless Legend,0,6,0,0.0,0.0
Celestial Ruin,0,5,2,0.0,0.4
Chessboxer,0,6,0,0.0,0.0
Cherokee,0,24,1,0.0,0.041666666666666664
The White Raven,0,10,1,0.0,0.1
Chinx,0,6,0,0.0,0.0
China Mac,0,7,0,0.0,0.0
China Crisis,0,6,0,0.0,0.0
Chillinit,0,11,1,0.0,0.09090909090909091
Chernobyl,0,6,1,0.0,0.16666666666666666
Cheo,0,5,1,0.0,0.2
Chemise,0,1,1,0.0,1.0
Cheka featuring Michael Stuart,0,8,0,0.0,0.0
Cheerleader,0,5,3,0.0,0.6
Chalky,0,8,1,0.0,0.125
Thelma Aoyama,0,2,0,0.0,0.0
TheFatRat,0,9,0,0.0,0.0
The fire ants,0,3,0,0.0,0.0
Chiiild,0,4,0,0.0,0.0
Charles Bradley,0,6,1,0.0,0.16666666666666666
Thilo,0,8,1,0.0,0.125
Theresa Rex,0,23,2,0.0,0.08695652173913043
Thepoolboi,0,7,1,0.0,0.14285714285714285
Chasing Desolation,0,6,0,0.0,0.0
Chasing Deer,0,10,0,0.0,0.0
Chase,0,8,0,0.0,0.0
Charly Black,0,9,1,0.0,0.1111111111111111
Thrice,0,7,3,0.0,0.42857142857142855
Checco Zalone,0,5,1,0.0,0.2
Black girl,0,6,1,0.0,0.16666666666666666
Blaque,0,14,0,0.0,0.0
Bimoud,0,8,1,0.0,0.125
Veronica Maggio,0,5,1,0.0,0.2
Veridian,0,12,1,0.0,0.08333333333333333
Vera Pedro,0,10,1,0.0,0.1
Vera Blue,0,14,0,0.0,0.0
Vegas Jones,0,12,3,0.0,0.25
Vega,0,7,2,0.0,0.2857142857142857
Black Paisley,0,3,2,0.0,0.6666666666666666
Black Josh,0,9,1,0.0,0.1111111111111111
Black Bonzo,0,8,0,0.0,0.0
CAMO,0,7,1,0.0,0.14285714285714285
Billy Kenny,0,4,2,0.0,0.5
Billy Bueffer,0,10,3,0.0,0.3
Bill Conti,0,7,2,0.0,0.2857142857142857
Vicente Cifuentes,0,4,1,0.0,0.25
Vettafaen,0,3,2,0.0,0.6666666666666666
Björk,0,7,1,0.0,0.14285714285714285
Bizzey,0,17,2,0.0,0.11764705882352941
Big Baby Tape,0,10,0,0.0,0.0
Big Moe featuring Ronnetta Spencer,0,8,2,0.0,0.25
Big Moe featuring E.S.G. & Big Pokey,0,7,3,0.0,0.42857142857142855
Big Mike,0,13,1,0.0,0.07692307692307693
Viigo,0,8,1,0.0,0.125
Billy Raffoul,0,5,3,0.0,0.6
VSNS,0,10,0,0.0,0.0
